order_id,customer_id,order_date,product_category,payment_method,price,quantity,discount,order_status,rating
80272,2401,2023-11-29,Electronics,NetBanking,3625.33,4,0,Delivered,
45377,3095,2022-08-11,Home,,631.65,1,10,Returned,4
13909,2553,2022-10-25,Beauty,COD,3069.91,,20,,4
24867,3648,2022-01-23,Fashion,,4287.74,1,0,,1
74685,2355,2023-05-03,Beauty,COD,1640.01,3,5,Cancelled,1
10794,3875,2023-12-19,Electronics,UPI,2756.36,,5,Cancelled,2
93481,4227,2022-10-23,,COD,3109.13,4,,,4
68527,3740,2023-01-10,Beauty,COD,1141.05,2,5,Returned,
25369,4570,2023-02-14,,Card,1454.64,3,10,Returned,4
33807,2032,2022-10-29,Beauty,Card,-2233.52,,5,,5
20856,3199,2022-12-26,Home,,2806.69,2,,Cancelled,1
16795,1659,2023-12-23,Fashion,UPI,2569.43,1,5,Returned,
41063,2497,2023-12-13,Beauty,UPI,2440.86,1,10,Cancelled,2
70951,1964,2022-08-16,Home,COD,246.44,2,0,Delivered,1
48260,3074,2023-12-16,,,1421.1,2,5,,3
20149,1987,2023-05-18,Fashion,,3105.23,4,0,Delivered,
36328,1612,2023-12-01,Home,UPI,2202.5,3,5,Cancelled,4
79098,4270,2022-12-02,Electronics,,1286.38,1,10,Delivered,1
43623,3130,2023-05-05,Home,NetBanking,787.79,2,,,4
52255,4125,2023-02-03,Beauty,NetBanking,418.19,1,0,Returned,3
46389,2877,2022-08-20,Electronics,,1345.72,,20,,1
14206,4665,2022-10-30,Beauty,Card,3132.56,3,0,Cancelled,3
73565,4214,2022-05-08,,,2733.51,3,0,Cancelled,2
30897,2276,2022-12-05,Beauty,NetBanking,2906.52,3,5,,4
89687,3144,2022-11-12,Fashion,,-264.77,,20,Cancelled,1
14370,1870,2023-08-07,,Card,2185.44,,0,Cancelled,
34045,4506,2022-09-06,Electronics,,2717.29,3,10,Delivered,3
97236,2476,2022-03-07,Home,COD,3955.36,2,0,Delivered,2
97770,4623,2022-10-20,Home,,1514.24,3,10,Cancelled,4
62584,1228,2023-01-03,Fashion,Card,1160.74,3,20,Delivered,4
58671,2018,2023-08-16,Home,NetBanking,4539.36,3,5,,4
25326,2220,2023-10-17,Fashion,,3135.09,2,,,3
77777,4556,2023-07-17,Beauty,NetBanking,2358.96,2,0,Delivered,
40639,2194,2023-12-27,Beauty,NetBanking,5504.95,4,5,Cancelled,1
70874,3879,2022-10-30,Home,NetBanking,2700.22,1,20,Cancelled,
49766,2926,2022-07-09,Home,,1494.28,4,5,Cancelled,3
31278,3561,2022-07-24,Fashion,NetBanking,4441.82,1,,Returned,5
81980,4357,2023-03-23,,NetBanking,957.75,4,10,Cancelled,3
78551,3544,2022-04-09,Home,UPI,1772.53,4,20,,5
90439,3506,2022-12-14,,Card,660.73,2,,Returned,4
49583,4635,2022-07-21,Electronics,UPI,840.36,,,Cancelled,3
80400,4940,2023-03-15,Home,,3358.2,4,10,Cancelled,
19676,2638,2022-02-14,Electronics,Card,1903.48,,20,Cancelled,
14234,4104,2023-12-29,Home,,2555.87,2,,Cancelled,1
31340,1776,2022-12-14,Electronics,Card,3165.68,1,,Returned,1
94259,2546,2022-12-25,Electronics,,4624.2,,,Delivered,1
18526,2403,2022-02-06,Home,COD,3209.65,2,,,2
82378,2611,2023-09-04,Fashion,UPI,1951.55,2,10,,3
44626,4977,2022-12-21,Electronics,COD,3505.04,2,0,Cancelled,4
11207,2011,2023-03-16,Home,UPI,2170.17,4,20,Delivered,2
92844,1053,2023-11-20,Beauty,,2228.72,,0,,5
72420,3378,2023-05-21,Beauty,UPI,4053.93,,5,Cancelled,1
62097,3144,2023-03-26,Electronics,,1438.18,3,10,Cancelled,3
74414,1504,2023-07-19,Beauty,,2473.11,1,,Returned,3
15429,1147,2023-05-01,Fashion,,952.86,,10,Delivered,
63591,1516,2022-05-31,Fashion,,2273.91,3,,Cancelled,
17591,4566,2022-05-07,Beauty,,-28.25,,0,Returned,3
48660,3327,2022-08-31,Beauty,,1740.33,4,10,Returned,3
87313,1415,2022-01-29,Home,COD,1678.94,4,20,Returned,4
50459,3037,2022-08-16,Fashion,,2126.62,2,,Delivered,2
88084,4358,2022-04-17,Home,UPI,1803.83,1,10,Returned,2
72099,4177,2023-05-15,Fashion,,4199.63,4,0,,2
72848,1555,2023-12-11,Fashion,,3450.03,1,20,Cancelled,2
88405,1205,2022-05-28,,,2850.43,2,,,2
99399,2938,2023-11-25,Fashion,UPI,1944.14,,,Delivered,5
14661,2001,2023-07-14,Electronics,NetBanking,5059.54,2,10,,
54802,4863,2023-09-11,Electronics,UPI,4967.6,1,,Delivered,2
28782,1117,2023-11-27,Electronics,,2113.62,1,10,,1
59179,3527,2023-05-04,Beauty,Card,187.37,3,,Cancelled,1
11898,4851,2023-10-24,Home,Card,3644.89,4,5,Cancelled,3
88455,4761,2023-10-25,,,3446.81,4,5,Cancelled,1
50068,3900,2022-06-11,Electronics,Card,4665.79,,,Returned,4
77963,2394,2023-04-25,Beauty,COD,1975.56,1,20,,4
86303,3275,2022-09-29,Home,Card,3099.65,2,,Delivered,1
93956,2304,2022-11-20,Beauty,,2804.64,,5,Delivered,1
68654,2458,2023-06-24,Beauty,NetBanking,708.25,1,5,Returned,1
46123,2140,2023-06-18,Home,Card,1992.2,4,5,Returned,2
66198,3701,2022-01-08,Home,Card,1363.75,3,10,Returned,3
62872,2607,2022-08-06,Fashion,NetBanking,294.9,4,5,Delivered,3
14902,1540,2022-12-16,Fashion,Card,2215.91,,20,Delivered,4
36850,2048,2022-04-24,Electronics,Card,2275.02,4,10,Cancelled,3
58554,3134,2023-11-24,Electronics,,2199.0,1,20,Returned,2
53034,2210,2022-05-17,Fashion,NetBanking,3097.83,4,10,Delivered,
74843,3659,2023-03-02,Home,COD,2687.05,3,10,Delivered,4
97156,4000,2022-05-03,Beauty,Card,2897.17,2,20,,4
18280,4055,2022-02-23,Fashion,COD,1206.87,4,,Returned,
90490,4326,2022-11-27,Electronics,Card,1151.0,1,10,,4
56814,2419,2023-02-13,Electronics,UPI,1943.69,3,5,Cancelled,
67465,3225,2022-04-08,Fashion,NetBanking,377.35,1,5,Delivered,5
56973,3187,2022-04-01,Fashion,COD,1775.41,1,5,,4
47729,2105,2023-05-14,,NetBanking,2381.51,,10,Returned,5
42800,2891,2023-06-06,,UPI,3817.54,2,5,Delivered,2
84423,1431,2023-04-08,Fashion,UPI,2170.08,4,5,Returned,3
88871,3993,2022-08-30,Beauty,,811.53,3,5,Delivered,3
81713,1530,2023-01-31,,,1866.16,4,20,Delivered,5
51206,1367,2022-09-21,Home,COD,3261.63,2,10,,1
13926,1766,2023-12-11,Home,NetBanking,84.81,1,,Delivered,3
70445,3100,2022-12-10,Beauty,UPI,2422.81,4,20,Delivered,1
53056,1546,2022-06-24,,Card,1737.92,3,20,,1
85690,4440,2022-07-09,Fashion,Card,4029.78,,,Delivered,3
78495,1666,2022-08-03,Home,NetBanking,2848.35,2,,Delivered,2
94147,4650,2023-02-24,Beauty,NetBanking,1084.97,1,0,Cancelled,5
44161,2996,2022-02-09,Home,Card,4323.46,,10,,
69251,1741,2022-03-12,Fashion,COD,2957.29,2,10,Returned,4
28407,2074,2022-08-07,Beauty,COD,575.24,2,,Cancelled,2
88561,4432,2022-12-31,,UPI,2319.22,2,10,Returned,4
81600,3962,2023-06-01,,UPI,3526.72,,20,Cancelled,5
66714,3090,2022-07-04,,COD,1991.95,3,10,Cancelled,
16639,2570,2022-05-24,Fashion,UPI,3260.31,2,10,Cancelled,
12478,3574,2023-01-30,Home,NetBanking,923.78,3,,Delivered,3
74546,3703,2023-11-25,Home,COD,-72.25,3,20,,4
83465,1866,2023-01-18,Beauty,UPI,4097.02,2,5,Delivered,1
72876,2092,2023-12-29,Fashion,UPI,2942.6,,0,Returned,
98373,4782,2023-12-03,Beauty,NetBanking,2344.02,,,Returned,4
51941,3132,2022-12-22,Fashion,COD,3386.57,3,0,Returned,4
39974,2192,2022-09-20,Electronics,NetBanking,1362.09,1,5,Cancelled,4
54183,2728,2022-11-12,Electronics,,2354.3,4,,Cancelled,
18418,4032,2023-04-16,Electronics,,1712.2,3,10,Returned,4
93186,3077,2022-03-18,Fashion,COD,4505.58,3,,,5
67148,2170,2023-07-17,,Card,3797.25,2,5,Returned,4
89919,1087,2023-04-14,Fashion,UPI,4487.24,2,20,,1
41708,4373,2022-05-04,Electronics,Card,2417.92,,0,Returned,5
42924,1827,2022-05-04,Beauty,Card,2589.85,3,10,Cancelled,5
33382,1590,2023-11-10,Beauty,,-104.91,3,,Returned,
36649,4810,2023-12-18,Home,UPI,2063.82,,,,5
40373,4095,2022-06-13,Fashion,COD,293.06,,0,Delivered,1
92680,4491,2023-06-08,Electronics,COD,3172.46,2,,Delivered,2
84501,3224,2022-11-24,Home,COD,1054.79,1,10,Delivered,4
32791,4258,2023-05-11,Fashion,,2132.5,1,,,2
68896,1781,2022-04-17,,NetBanking,3828.17,,20,Cancelled,3
33115,2237,2022-12-22,,Card,2489.69,1,10,Returned,3
27341,4366,2023-07-19,Beauty,UPI,2129.28,3,10,Returned,
26637,2799,2022-07-08,Fashion,Card,2093.68,1,5,Returned,4
34269,3735,2022-05-02,Beauty,NetBanking,1496.97,1,20,Returned,2
93489,3037,2022-08-24,Fashion,,2300.23,2,20,,3
33877,3639,2022-01-23,Fashion,Card,1816.56,4,5,Returned,5
50273,1749,2022-10-12,,NetBanking,3417.31,4,5,Returned,4
66035,2616,2023-03-10,Electronics,UPI,732.17,1,0,Delivered,
22405,4268,2023-10-26,,UPI,2043.78,3,0,Returned,5
72309,1808,2022-05-30,,,3760.04,3,10,Delivered,
51767,1802,2023-06-08,Electronics,COD,2290.12,4,10,Returned,2
19973,3495,2022-07-12,Fashion,,1728.58,2,5,,3
68565,2204,2022-02-05,Home,UPI,1876.73,2,5,Cancelled,
99461,3101,2023-07-08,Home,UPI,3548.83,2,0,Delivered,1
33091,1164,2023-01-19,,,2314.87,4,0,,1
29584,3483,2023-06-20,,NetBanking,1066.65,2,0,Delivered,3
84607,4601,2023-02-27,Beauty,UPI,549.83,,,Returned,2
80624,4860,2022-02-07,Electronics,NetBanking,2361.2,4,5,,1
26550,4327,2022-06-09,Home,,3681.13,,,Returned,
12063,4369,2023-11-29,Beauty,UPI,836.68,3,10,Cancelled,3
83839,2856,2023-07-20,,Card,3277.07,2,20,Returned,2
21631,3000,2022-09-23,Fashion,,5259.36,4,5,Returned,
11125,2159,2022-02-26,Beauty,COD,2470.61,1,10,,
45409,1476,2022-07-23,Fashion,,3538.34,,0,Delivered,5
60581,3771,2022-03-20,Beauty,COD,2255.34,1,10,Delivered,4
32485,3800,2023-01-17,Beauty,NetBanking,3471.21,4,,Returned,3
88330,2137,2022-01-30,Home,COD,2753.67,4,10,Cancelled,5
93554,1356,2023-08-12,,UPI,3099.81,2,10,Delivered,1
84398,3470,2022-08-31,Electronics,COD,2214.32,3,0,Cancelled,3
11690,3364,2023-11-19,Home,UPI,2953.04,3,,,5
25740,2732,2022-05-09,Electronics,Card,3970.82,4,20,Delivered,4
58643,2210,2023-08-17,Home,Card,3311.66,1,0,Returned,
98560,4337,2022-10-22,Fashion,COD,2814.87,,0,Returned,4
95877,3750,2022-06-27,Electronics,Card,3010.55,1,20,,1
19156,4013,2023-01-28,Fashion,UPI,3081.1,2,5,Cancelled,4
47214,2798,2023-03-09,Fashion,COD,2537.32,4,,Returned,3
73389,1546,2023-10-06,Fashion,NetBanking,1852.98,3,10,,2
85694,1858,2023-01-11,Beauty,COD,2915.0,1,10,Cancelled,
12808,1041,2022-08-07,Home,UPI,2468.54,4,,,4
72987,2748,2023-08-27,Home,NetBanking,965.96,,20,Returned,2
80938,2111,2022-01-24,Beauty,COD,2504.14,4,0,,4
77500,4356,2023-08-03,Fashion,NetBanking,2129.44,4,0,Delivered,5
72167,4226,2023-03-20,Beauty,Card,3719.36,,20,Delivered,
70734,3341,2022-09-11,Home,UPI,3534.92,2,,,2
27206,3817,2023-10-30,,Card,2656.02,2,10,,5
19629,2560,2023-11-23,Electronics,COD,1079.17,2,,Cancelled,1
42337,4777,2022-11-15,,COD,2740.71,3,20,Cancelled,4
97095,2317,2023-06-26,Fashion,NetBanking,2868.59,1,20,Returned,5
73829,3106,2023-03-27,,COD,2249.67,1,10,Cancelled,3
79401,2489,2023-10-21,Beauty,COD,1567.2,2,5,Cancelled,5
79830,4689,2022-05-29,Beauty,,2952.09,,,,5
56939,3566,2023-02-28,Electronics,COD,788.52,1,,Cancelled,
22965,4760,2022-10-04,Fashion,COD,2403.92,2,,Cancelled,5
22228,1195,2022-12-06,Home,COD,2803.42,1,20,,
58419,3923,2022-11-07,Electronics,,1654.19,2,10,Cancelled,1
59229,2767,2023-02-26,Fashion,COD,1514.05,1,20,Delivered,5
22822,2320,2023-06-05,Home,COD,2899.29,1,20,Returned,4
40070,4273,2022-02-19,Electronics,COD,3164.0,1,0,,2
78723,1434,2023-08-30,Beauty,NetBanking,4842.41,4,20,Returned,5
17135,4944,2022-02-01,,COD,299.68,3,20,Cancelled,3
89044,2755,2022-02-10,,Card,3454.23,2,0,,3
49441,3909,2023-12-28,Electronics,,1559.98,3,,Delivered,1
49884,4863,2022-10-25,Fashion,UPI,2386.44,1,0,Returned,1
28043,2315,2022-03-17,Fashion,UPI,5500.23,1,5,Delivered,3
85043,1847,2023-03-30,Home,NetBanking,1927.67,2,20,,
13062,1480,2023-08-21,Electronics,Card,3402.05,,0,Delivered,3
62214,4977,2023-04-24,Electronics,,1663.09,,0,Delivered,3
93990,4055,2023-09-08,Fashion,NetBanking,1933.45,1,20,Cancelled,1
63409,2812,2023-03-02,,,3391.9,2,0,Cancelled,4
20868,1282,2023-10-30,Electronics,Card,-395.69,4,10,Cancelled,1
78089,4894,2023-10-28,Electronics,UPI,2780.08,2,20,Returned,3
27428,1596,2023-03-12,Beauty,Card,1809.15,,,Delivered,2
81493,3266,2022-04-01,Home,NetBanking,3422.62,2,0,Returned,3
80114,1991,2022-07-03,Home,NetBanking,2742.79,,0,Cancelled,1
48389,3948,2022-01-08,Beauty,COD,5128.49,,,,3
44734,2908,2022-07-22,Fashion,,1997.97,4,10,Delivered,2
86084,4810,2022-09-16,Fashion,COD,3447.33,,10,Returned,4
75107,3005,2023-01-20,Home,NetBanking,1379.27,4,,Returned,3
96889,1826,2022-01-01,Electronics,UPI,1204.85,4,5,Delivered,
94170,2865,2022-12-06,Electronics,NetBanking,747.46,1,20,Delivered,3
21679,1289,2023-11-21,Fashion,NetBanking,356.69,4,10,Cancelled,4
57743,1563,2023-08-15,Fashion,Card,2977.09,,20,Cancelled,3
34717,1501,2023-03-11,Beauty,UPI,371.21,2,20,Returned,2
35579,4580,2022-10-22,,Card,3574.62,4,0,Returned,
74102,3437,2022-08-21,Home,UPI,2826.13,4,5,Cancelled,4
44782,1653,2023-07-02,Beauty,,4574.59,1,0,Returned,4
80160,4130,2022-03-17,Home,NetBanking,1702.97,,20,Cancelled,2
33103,2080,2023-08-09,,NetBanking,3823.43,,5,Cancelled,3
63077,2655,2023-07-01,,NetBanking,3332.61,,0,,
38534,4108,2023-05-02,Beauty,NetBanking,-799.17,3,,Returned,3
48636,4769,2023-01-12,Electronics,NetBanking,1534.35,3,,Delivered,5
60486,1466,2023-06-27,Fashion,COD,1207.62,1,5,Cancelled,2
43435,1799,2023-11-11,Fashion,Card,2244.71,2,20,Cancelled,5
43152,4859,2023-05-08,,UPI,1498.12,,5,,
68952,3173,2022-03-20,Electronics,COD,3467.4,1,5,,3
29638,2748,2023-01-18,Electronics,,3347.34,4,10,Delivered,1
26396,4534,2023-11-04,,UPI,2876.05,1,10,,5
50494,4408,2022-07-13,Fashion,,1106.06,4,,Cancelled,3
36783,4772,2023-06-23,Home,COD,716.47,3,20,Returned,2
15403,3027,2022-06-27,,NetBanking,2780.58,2,20,Cancelled,3
74052,4256,2022-12-10,Electronics,NetBanking,2888.91,1,,Cancelled,4
33838,4692,2023-08-26,Beauty,,2531.82,1,20,Returned,5
48919,4123,2022-04-25,,Card,3872.08,4,5,Returned,
87895,4415,2022-04-05,Fashion,,4248.84,1,10,Cancelled,5
57995,3900,2023-05-25,,,1220.92,1,0,Delivered,2
32614,2967,2022-01-26,Beauty,UPI,3034.7,2,10,Delivered,4
85593,2870,2022-09-10,Fashion,UPI,649.11,2,5,Cancelled,3
10100,2930,2022-05-30,Home,UPI,2246.16,2,10,Cancelled,5
71720,3660,2023-03-26,Electronics,,5018.68,1,,Cancelled,
80514,3461,2023-02-04,Electronics,Card,3637.16,1,20,Cancelled,2
20988,3363,2022-10-08,Electronics,COD,2872.16,3,20,Delivered,4
90067,3193,2022-09-06,,,2825.48,,10,Delivered,
87167,4447,2022-12-09,Electronics,COD,3603.14,3,20,,3
87229,3011,2023-07-02,Home,,4504.25,2,,Delivered,1
48148,3252,2022-09-27,,,4480.58,1,20,Cancelled,5
23823,3026,2022-09-22,Home,UPI,3074.67,,0,Cancelled,
34696,1457,2022-02-09,Fashion,COD,4714.09,4,20,Returned,1
21629,3734,2022-12-17,Home,UPI,2067.44,1,0,Delivered,3
13856,2254,2023-01-05,Electronics,UPI,4142.34,1,20,Cancelled,3
41051,4709,2023-01-13,Beauty,UPI,4556.73,3,5,,2
76611,2291,2023-07-11,Home,NetBanking,3523.7,3,5,,4
96333,1945,2022-01-01,,Card,2129.58,,5,Returned,5
43469,2786,2023-02-17,Home,COD,4370.78,1,0,Returned,1
83721,4429,2023-10-10,Home,UPI,2024.68,,10,,5
82372,1488,2022-07-20,Home,UPI,1263.54,,20,Returned,4
56072,3671,2023-11-29,Home,UPI,3339.56,,10,Cancelled,1
53406,1039,2022-01-19,Beauty,COD,2561.4,4,20,Returned,3
97754,1729,2023-04-28,Beauty,,2191.62,3,5,Cancelled,2
45017,1747,2023-09-24,,Card,3633.59,2,5,,2
20705,4263,2023-06-23,Electronics,NetBanking,4332.73,,10,Cancelled,4
29606,3322,2023-12-26,Beauty,Card,1101.67,,0,Returned,1
96911,2622,2022-07-25,Fashion,UPI,4150.28,2,10,Cancelled,5
83654,3799,2022-07-23,Home,Card,1151.03,4,0,Returned,5
45319,1355,2023-09-28,Home,NetBanking,961.39,1,,Cancelled,3
67254,3202,2023-03-14,,,2139.17,3,0,Delivered,2
55318,3739,2023-09-02,Beauty,,1864.49,4,10,,1
12214,2615,2022-02-26,Fashion,Card,2924.43,4,10,Cancelled,3
84070,4590,2022-07-02,Home,COD,1956.27,2,5,,
59869,3810,2023-03-31,Electronics,Card,1784.6,3,20,,1
45228,4262,2022-09-18,Fashion,,5150.85,3,5,Returned,
54696,4148,2022-04-04,Home,COD,2889.67,3,0,Cancelled,1
13255,3102,2022-04-12,Home,UPI,2058.95,,5,Delivered,5
37841,1715,2022-06-05,,COD,1484.03,2,5,Cancelled,5
15334,4930,2022-06-22,Electronics,NetBanking,963.38,1,5,Cancelled,
87817,4552,2023-08-30,,Card,4468.1,,20,Cancelled,2
50522,1670,2023-04-09,,COD,2659.2,,5,,4
49708,2162,2022-08-04,Beauty,UPI,1163.68,,0,Returned,
75150,1400,2022-08-02,Fashion,Card,2025.32,3,,Delivered,3
40697,1229,2022-07-05,Beauty,Card,2657.59,,5,Cancelled,5
20722,4393,2022-09-22,Electronics,UPI,-1026.63,1,10,Delivered,4
75480,1066,2022-11-24,,NetBanking,2577.62,2,0,Delivered,
26029,2121,2023-04-16,Beauty,Card,2473.9,4,,,
75550,3161,2022-02-18,Electronics,Card,2235.68,,,Delivered,4
87042,3463,2022-05-18,Fashion,COD,701.16,1,,,3
18208,4991,2022-04-15,Electronics,UPI,2928.38,3,10,Delivered,1
85507,3007,2023-09-24,Beauty,,2392.53,4,20,Returned,4
98719,2036,2022-01-29,Home,,3020.6,,5,,
98499,4989,2022-11-01,Home,,2806.77,2,0,Returned,5
18127,2682,2023-11-22,Fashion,COD,605.52,1,0,,2
57782,2972,2022-06-28,Fashion,UPI,2163.45,4,0,,2
25646,4293,2023-06-07,Electronics,,4137.72,3,0,,5
93744,2446,2023-03-31,Fashion,Card,3533.01,2,0,Returned,5
32713,4092,2022-08-05,,UPI,4954.96,4,20,Returned,
42267,2519,2022-01-09,,COD,2563.65,2,0,Cancelled,2
13864,1214,2023-09-16,,COD,2171.8,,10,Returned,5
86197,2167,2023-07-09,,NetBanking,790.82,,,Returned,1
42559,3537,2023-11-09,Fashion,COD,2630.25,,5,Returned,
85858,1902,2022-12-13,Fashion,,1764.99,2,20,Returned,2
82246,1339,2023-07-10,Electronics,NetBanking,3282.73,1,,Cancelled,
41362,1111,2023-11-24,Home,UPI,2487.47,3,20,Delivered,
42380,2001,2023-12-01,Home,NetBanking,4910.98,3,0,Cancelled,
74994,1381,2022-08-28,Electronics,Card,2085.17,3,20,,
51284,2101,2023-04-20,Fashion,COD,2954.15,4,10,Cancelled,5
89922,4737,2022-03-27,Fashion,COD,2790.36,4,0,,5
88874,1085,2022-07-03,Electronics,COD,1570.96,4,20,Cancelled,5
65277,1360,2023-11-17,Fashion,,2448.54,3,10,,5
25316,1483,2023-02-08,Beauty,UPI,3316.78,,10,Delivered,
34463,1473,2022-08-06,Fashion,UPI,4596.17,2,,Returned,3
85739,4147,2022-10-20,Fashion,,4282.51,,20,Cancelled,1
14888,1880,2023-02-24,Electronics,NetBanking,1579.5,3,0,Returned,4
21325,4102,2023-04-22,Home,COD,2167.01,2,20,Returned,1
29088,4431,2023-09-22,Fashion,UPI,1445.75,2,5,,4
84922,2347,2022-07-24,Beauty,Card,24.79,3,20,Delivered,2
86803,1167,2023-12-16,Beauty,UPI,2565.62,4,,,1
25419,4354,2023-01-11,Beauty,UPI,2752.92,3,,Delivered,5
63749,3952,2023-11-27,Beauty,,821.13,3,5,Returned,
55854,4019,2022-07-14,,COD,281.76,1,0,Cancelled,1
12904,4932,2022-12-30,Home,COD,3759.57,2,20,Cancelled,2
88966,4291,2023-07-01,,UPI,3266.77,4,0,Delivered,
73556,2295,2023-01-20,Electronics,Card,2235.81,1,5,,
90535,2735,2023-11-13,Fashion,,2514.62,2,0,Returned,3
98855,1366,2022-01-26,Fashion,Card,3927.02,,0,Cancelled,4
30700,4184,2023-09-16,,UPI,1390.36,1,20,Cancelled,
37633,2548,2023-03-27,Home,COD,1782.01,,,Cancelled,
94644,2997,2022-12-10,Home,COD,3845.13,4,,Delivered,
34055,1571,2023-09-03,Home,,1897.08,3,10,Delivered,3
28642,1846,2022-07-08,,COD,3581.58,,10,Returned,2
63014,4771,2023-09-29,Electronics,NetBanking,4142.58,4,20,Delivered,3
68274,3952,2022-12-26,Fashion,Card,3614.42,4,0,Delivered,
13646,3996,2023-01-14,,COD,1885.2,2,0,Cancelled,3
23173,1887,2022-06-22,,NetBanking,620.83,3,5,Cancelled,4
17025,2916,2023-08-15,Home,,2558.28,1,5,Cancelled,2
22549,3411,2023-09-10,,COD,1964.5,4,0,,4
24853,2311,2023-01-04,,UPI,3717.81,1,20,Delivered,
60423,4126,2022-04-09,Beauty,COD,1238.78,3,,Cancelled,
71156,4314,2022-03-19,Home,NetBanking,4416.03,,20,Returned,3
21326,3200,2022-07-05,Electronics,Card,4118.28,2,20,,4
13463,1168,2023-01-28,Fashion,UPI,3693.25,4,5,Returned,5
37163,2817,2022-05-02,Electronics,UPI,3736.8,,20,Cancelled,5
24075,4180,2023-11-01,Home,UPI,3019.74,1,,,4
53315,1924,2023-12-15,Electronics,UPI,2135.31,1,0,Returned,
26010,3943,2022-07-10,,Card,3404.49,,,Cancelled,4
76433,2361,2023-03-13,Electronics,,1241.13,,5,Cancelled,
10605,3083,2022-06-03,Beauty,Card,2129.41,2,0,Cancelled,1
46445,3771,2022-10-22,Home,,2111.27,3,20,Cancelled,2
47315,4936,2022-01-30,,COD,1651.73,2,,Returned,2
18652,2363,2023-10-15,Electronics,,2033.22,1,5,Cancelled,2
42229,4202,2022-04-13,,Card,1846.55,4,5,,1
40530,3106,2022-03-06,Beauty,UPI,1822.42,2,,Delivered,2
59101,2514,2023-01-10,,COD,2936.55,,10,Returned,2
95950,4745,2022-08-19,Fashion,NetBanking,-41.31,3,,,3
90266,4845,2023-10-04,Beauty,UPI,2110.1,1,,Returned,
47924,4742,2022-01-23,Beauty,NetBanking,2968.95,1,5,Cancelled,2
48541,2762,2022-10-17,Home,,3502.27,4,,Cancelled,4
74658,2183,2022-11-17,Home,UPI,3850.5,3,20,,
66327,3857,2023-09-09,Home,NetBanking,4266.22,,,Delivered,2
53654,4896,2022-02-11,Fashion,NetBanking,2063.37,3,20,Cancelled,5
25930,3376,2022-06-19,,Card,4140.21,3,0,Delivered,1
13518,3605,2023-02-27,Fashion,UPI,1664.8,3,,Returned,
40982,2391,2022-07-21,Electronics,UPI,2465.98,2,0,Delivered,
16775,1986,2023-06-18,Electronics,Card,1542.09,,0,Cancelled,
33990,1343,2023-04-17,Home,Card,1383.46,4,0,Cancelled,
15378,4383,2022-02-04,Fashion,,4073.59,,20,Returned,2
56402,2969,2022-02-13,Fashion,,3607.32,1,0,Delivered,3
49441,1634,2023-05-15,Home,Card,2529.76,4,0,,2
81980,2237,2023-05-11,Electronics,NetBanking,3030.0,4,0,Returned,1
89712,4229,2022-07-06,Home,COD,1544.09,4,0,Cancelled,4
35060,1163,2022-04-01,Home,NetBanking,2556.37,,0,,2
84915,1281,2023-06-12,,NetBanking,2263.95,1,5,Returned,3
56993,4121,2022-05-07,,Card,2746.26,3,20,Returned,3
32765,3177,2023-12-29,Home,NetBanking,3692.5,2,20,Returned,3
69053,2385,2023-03-04,Home,,817.3,,10,Delivered,1
33196,3923,2022-04-22,Fashion,UPI,2379.71,2,0,,1
25468,3310,2022-08-07,,COD,1798.91,4,10,,3
18174,2178,2022-09-27,,,1913.22,4,5,Cancelled,1
55820,2359,2022-12-02,Beauty,NetBanking,153.15,,5,Delivered,4
29098,2328,2023-04-15,Home,COD,2168.37,2,5,,
82582,3093,2022-03-11,Beauty,NetBanking,-391.63,3,10,Returned,
14186,2271,2022-05-03,Home,,6761.42,2,10,Cancelled,5
26722,3780,2023-09-19,,UPI,1786.81,2,,Delivered,2
81504,2236,2023-08-26,Fashion,Card,1384.41,3,5,,
50452,2433,2022-08-25,Home,NetBanking,3841.68,3,0,Cancelled,3
38270,3001,2022-08-08,Home,Card,1261.77,2,10,Delivered,
58311,2856,2022-05-27,Home,COD,3123.8,2,20,Delivered,
51129,2532,2022-03-03,Beauty,Card,3471.65,1,,Returned,
16387,3049,2023-10-12,Beauty,NetBanking,2456.37,4,20,Returned,4
34394,3765,2022-02-25,Home,,635.36,4,0,Delivered,2
86827,1741,2022-08-24,Fashion,,4496.52,4,10,Cancelled,4
40093,2870,2023-08-29,Electronics,NetBanking,5508.84,1,0,Cancelled,
66636,2727,2023-12-19,Electronics,,1759.78,4,10,Delivered,4
78146,2343,2023-08-15,,Card,3597.43,,5,,3
45241,1867,2023-01-26,Beauty,NetBanking,4202.38,,5,Returned,3
64407,3300,2023-10-18,Fashion,UPI,1137.77,,,Cancelled,3
38337,2495,2023-12-01,,NetBanking,3107.39,1,20,,4
14804,3875,2022-02-20,Home,NetBanking,3554.93,1,10,,3
44058,1088,2022-05-08,Home,UPI,3525.57,,5,,4
85763,2928,2022-08-15,,,3890.92,2,,Returned,2
67450,2038,2022-10-19,Home,NetBanking,3607.39,3,20,,2
61759,4236,2022-09-22,Fashion,,3016.14,1,,Cancelled,3
69529,2797,2022-10-15,Beauty,UPI,4247.5,3,0,Cancelled,
41334,2450,2022-12-12,Beauty,Card,3487.01,3,10,Returned,1
73534,4628,2022-11-09,,COD,4355.53,4,5,Delivered,3
73452,2867,2022-02-13,,COD,1305.05,1,5,,2
16511,4546,2022-05-27,Beauty,UPI,256.03,1,5,,1
